category,full_category,salary_in_usd
Analyst,General Data Analyst,85000
Analyst,General Data Analyst,73529
Analyst,General Data Analyst,54799
Scientist,General Data Scientist,161567
Scientist,General Data Scientist,128484
Engineer,General Data Engineer,80000
Engineer,General Data Engineer,65000
Engineer,General Data Engineer,124740
Engineer,General Data Engineer,65488
Analyst,General Data Analyst,72200
Analyst,General Data Analyst,64980
Engineer,General Data Engineer,153600
Engineer,General Data Engineer,106800
Analyst,General Data Analyst,179975
Analyst,General Data Analyst,86466
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,90000
Analyst,General Data Analyst,51447
Analyst,General Data Analyst,42872
Scientist,General Data Scientist,149076
Scientist,General Data Scientist,82365
Analyst,General Data Analyst,169000
Analyst,General Data Analyst,110600
Analyst,General Data Analyst,175000
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,230000
Analyst,General Data Analyst,180000
Analyst,General Data Analyst,153600
Analyst,General Data Analyst,106800
Analyst,General Data Analyst,140000
Analyst,General Data Analyst,120000
Engineer,Machine Learning Data Engineer,205920
Engineer,Machine Learning Data Engineer,171600
Analyst,General Data Analyst,165000
Analyst,General Data Analyst,125000
Engineer,General Data Engineer,265000
Engineer,General Data Engineer,185000
Engineer,Machine Learning Data Engineer,130000
Scientist,General Data Scientist,38880
Analyst,General Data Analyst,95000
Analyst,General Data Analyst,85500
Scientist,General Data Scientist,147100
Scientist,General Data Scientist,90700
Engineer,General Data Engineer,167580
Engineer,General Data Engineer,87980
Engineer,General Data Engineer,202000
Engineer,General Data Engineer,135000
Engineer,General Data Engineer,163800
Engineer,General Data Engineer,126000
Engineer,Machine Learning Data Engineer,163800
Engineer,Machine Learning Data Engineer,126000
Engineer,General Data Engineer,104000
Engineer,General Data Engineer,65000
Engineer,General Data Engineer,230000
Engineer,General Data Engineer,148000
Engineer,Machine Learning Data Engineer,269000
Engineer,Machine Learning Data Engineer,158000
Analyst,General Data Analyst,197000
Analyst,General Data Analyst,106000
Engineer,Deep Learning Data Engineer,150000
Engineer,Deep Learning Data Engineer,100000
Engineer,General Data Engineer,290000
Engineer,General Data Engineer,210000
Engineer,General Data Engineer,192000
Engineer,General Data Engineer,172800
Scientist,General Data Scientist,300240
Scientist,General Data Scientist,200160
Scientist,General Data Scientist,300240
Scientist,General Data Scientist,200160
Analyst,General Data Analyst,175000
Analyst,General Data Analyst,140000
Analyst,General Data Analyst,169000
Analyst,General Data Analyst,100000
Scientist,General Data Scientist,370000
Scientist,General Data Scientist,245000
Engineer,General Data Engineer,116368
Analyst,General Data Analyst,110000
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,55000
Analyst,General Data Analyst,48000
Analyst,General Data Analyst,95000
Analyst,General Data Analyst,85000
Engineer,General Data Engineer,137500
Engineer,General Data Engineer,81500
Engineer,Machine Learning Data Engineer,323300
Engineer,Machine Learning Data Engineer,184700
Engineer,Machine Learning Data Engineer,186000
Engineer,Machine Learning Data Engineer,153088
Engineer,General Data Engineer,190000
Engineer,General Data Engineer,160000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,150000
Engineer,General Data Engineer,190000
Engineer,General Data Engineer,183310
Engineer,Machine Learning Data Engineer,240000
Engineer,Machine Learning Data Engineer,180000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,150000
Analyst,General Data Analyst,299500
Analyst,General Data Analyst,245100
Engineer,General Data Engineer,144000
Engineer,General Data Engineer,66000
Engineer,Machine Learning Data Engineer,148500
Engineer,Machine Learning Data Engineer,126277
Architect,General Data Architect,228000
Architect,General Data Architect,120000
Engineer,Machine Learning Data Engineer,180000
Engineer,Machine Learning Data Engineer,90000
Scientist,General Data Scientist,126500
Scientist,General Data Scientist,78000
Engineer,General Data Engineer,180000
Engineer,General Data Engineer,160000
Engineer,Machine Learning Data Engineer,272000
Engineer,Machine Learning Data Engineer,170000
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,60000
Engineer,General Data Engineer,259000
Engineer,General Data Engineer,146000
Engineer,General Data Engineer,200000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,310000
Engineer,General Data Engineer,239000
Analyst,General Data Analyst,142000
Analyst,General Data Analyst,95000
Scientist,General Data Scientist,155000
Scientist,General Data Scientist,139500
Engineer,General Data Engineer,140000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,259000
Engineer,General Data Engineer,146000
Analyst,General Data Analyst,110244
Analyst,General Data Analyst,73496
Analyst,General Data Analyst,18009
Scientist,General Data Scientist,19738
Scientist,General Data Scientist,247500
Scientist,General Data Scientist,172200
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Engineer,General Data Engineer,139500
Engineer,General Data Engineer,109400
Engineer,General Data Engineer,125000
Engineer,General Data Engineer,90000
Engineer,Machine Learning Data Engineer,108002
Engineer,Machine Learning Data Engineer,75601
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Engineer,Machine Learning Data Engineer,139500
Engineer,Machine Learning Data Engineer,109400
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,75000
Analyst,General Data Analyst,169000
Analyst,General Data Analyst,110600
Engineer,Machine Learning Data Engineer,288000
Engineer,Machine Learning Data Engineer,140000
Engineer,Machine Learning Data Engineer,288000
Engineer,Machine Learning Data Engineer,140000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,90000
Scientist,General Data Scientist,73496
Scientist,General Data Scientist,61246
Scientist,General Data Scientist,215050
Scientist,General Data Scientist,156400
Architect,General Data Architect,198000
Architect,General Data Architect,114000
Analyst,General Data Analyst,75000
Analyst,General Data Analyst,60000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Scientist,General Data Scientist,209300
Scientist,General Data Scientist,182200
Analyst,General Data Analyst,140000
Analyst,General Data Analyst,120000
Engineer,Machine Learning Data Engineer,48997
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,60000
Engineer,Machine Learning Data Engineer,147100
Engineer,Machine Learning Data Engineer,90700
Engineer,General Data Engineer,230000
Engineer,General Data Engineer,170000
Analyst,General Data Analyst,227000
Analyst,General Data Analyst,108000
Engineer,General Data Engineer,180000
Engineer,General Data Engineer,160000
Architect,General Data Architect,180000
Architect,General Data Architect,160000
Engineer,General Data Engineer,180000
Engineer,General Data Engineer,130000
Analyst,General Data Analyst,56161
Analyst,General Data Analyst,51841
Analyst,General Data Analyst,60000
Analyst,General Data Analyst,50000
Engineer,General Data Engineer,226700
Engineer,General Data Engineer,133300
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Architect,Business Intelligence Data Architect,153115
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,52500
Engineer,General Data Engineer,250000
Engineer,General Data Engineer,162500
Analyst,General Data Analyst,85000
Analyst,General Data Analyst,75000
Analyst,General Data Analyst,153600
Analyst,General Data Analyst,106800
Analyst,General Data Analyst,165000
Analyst,General Data Analyst,124000
Analyst,General Data Analyst,115934
Analyst,General Data Analyst,81666
Engineer,General Data Engineer,167580
Engineer,General Data Engineer,87980
Engineer,General Data Engineer,250000
Engineer,General Data Engineer,63000
Architect,General Data Architect,253750
Architect,General Data Architect,169200
Architect,General Data Architect,253750
Architect,General Data Architect,169200
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,120000
Engineer,General Data Engineer,124740
Engineer,General Data Engineer,65488
Engineer,General Data Engineer,213580
Engineer,General Data Engineer,163625
Engineer,General Data Engineer,102601
Analyst,General Data Analyst,16430
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,170000
Engineer,General Data Engineer,235000
Engineer,General Data Engineer,210000
Architect,General Data Architect,180000
Architect,General Data Architect,115000
Architect,General Data Architect,200000
Architect,General Data Architect,115000
Analyst,General Data Analyst,231250
Analyst,General Data Analyst,138750
Engineer,Machine Learning Data Engineer,284310
Engineer,Machine Learning Data Engineer,153090
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,75000
Analyst,General Data Analyst,125000
Analyst,General Data Analyst,105000
Analyst,General Data Analyst,110244
Analyst,General Data Analyst,85745
Analyst,General Data Analyst,55000
Analyst,General Data Analyst,48000
Analyst,General Data Analyst,100000
Scientist,General Data Scientist,225900
Scientist,General Data Scientist,156400
Engineer,General Data Engineer,250000
Engineer,General Data Engineer,162500
Engineer,Machine Learning Data Engineer,318300
Engineer,Machine Learning Data Engineer,188800
Analyst,General Data Analyst,385000
Analyst,General Data Analyst,60000
Analyst,General Data Analyst,110000
Analyst,General Data Analyst,95000
Scientist,General Data Scientist,145000
Scientist,General Data Scientist,135000
Analyst,General Data Analyst,180180
Analyst,General Data Analyst,106020
Analyst,General Data Analyst,93919
Analyst,General Data Analyst,51962
Engineer,General Data Engineer,241871
Engineer,General Data Engineer,133832
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,90000
Engineer,General Data Engineer,210914
Engineer,General Data Engineer,116704
Analyst,General Data Analyst,192500
Analyst,General Data Analyst,140000
Scientist,General Data Scientist,149076
Scientist,General Data Scientist,82365
Engineer,Machine Learning Data Engineer,36000
Scientist,General Data Scientist,175000
Scientist,General Data Scientist,148750
Architect,General Data Architect,370000
Architect,General Data Architect,200000
Scientist,General Data Scientist,235000
Scientist,General Data Scientist,185000
Engineer,Machine Learning Data Engineer,122493
Engineer,Machine Learning Data Engineer,97994
Scientist,General Data Scientist,216100
Scientist,General Data Scientist,140800
Engineer,Machine Learning Data Engineer,146992
Engineer,Machine Learning Data Engineer,122493
Engineer,General Data Engineer,54001
Scientist,General Data Scientist,110000
Engineer,General Data Engineer,128000
Engineer,General Data Engineer,81500
Engineer,General Data Engineer,67371
Engineer,General Data Engineer,63696
Analyst,General Data Analyst,61246
Analyst,General Data Analyst,55122
Engineer,General Data Engineer,284000
Engineer,General Data Engineer,236000
Architect,General Data Architect,248100
Architect,General Data Architect,145900
Engineer,General Data Engineer,155850
Engineer,General Data Engineer,102544
Scientist,General Data Scientist,151410
Scientist,General Data Scientist,115360
Engineer,General Data Engineer,66961
Engineer,General Data Engineer,59401
Scientist,General Data Scientist,125793
Engineer,Cloud Data Engineer,100000
Scientist,General Data Scientist,250000
Scientist,General Data Scientist,162500
Scientist,General Data Scientist,185000
Scientist,General Data Scientist,120250
Engineer,General Data Engineer,27000
Architect,General Data Architect,85000
Architect,General Data Architect,70000
Developer,Business Intelligence Data Developer,135000
Developer,Business Intelligence Data Developer,100000
Analyst,General Data Analyst,155000
Analyst,General Data Analyst,140000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Engineer,General Data Engineer,226700
Engineer,General Data Engineer,133300
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Engineer,General Data Engineer,163800
Engineer,General Data Engineer,126000
Engineer,Machine Learning Data Engineer,163800
Engineer,Machine Learning Data Engineer,126000
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,150000
Engineer,General Data Engineer,145000
Engineer,General Data Engineer,115000
Analyst,General Data Analyst,204500
Analyst,General Data Analyst,138900
Engineer,General Data Engineer,162500
Engineer,General Data Engineer,130000
Engineer,General Data Engineer,150000
Engineer,General Data Engineer,107000
Engineer,General Data Engineer,175000
Engineer,General Data Engineer,110000
Engineer,General Data Engineer,226700
Engineer,General Data Engineer,133300
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Engineer,Machine Learning Data Engineer,150000
Engineer,Machine Learning Data Engineer,125000
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Engineer,Machine Learning Data Engineer,110000
Engineer,General Data Engineer,265000
Engineer,General Data Engineer,182750
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,100000
Analyst,General Data Analyst,153600
Analyst,General Data Analyst,106800
Engineer,General Data Engineer,137500
Engineer,General Data Engineer,81500
Scientist,General Data Scientist,314100
Scientist,General Data Scientist,195800
Scientist,General Data Scientist,205000
Scientist,General Data Scientist,180000
Scientist,General Data Scientist,165000
Scientist,General Data Scientist,144000
Developer,Business Intelligence Data Developer,160000
Developer,Business Intelligence Data Developer,100000
Engineer,General Data Engineer,200000
Engineer,General Data Engineer,145000
Analyst,General Data Analyst,150000
Analyst,General Data Analyst,100000
Analyst,General Data Analyst,199000
Analyst,General Data Analyst,112000
Scientist,General Data Scientist,105000
Scientist,General Data Scientist,70000
Engineer,Business Intelligence Data Engineer,130000
Analyst,General Data Analyst,180180
Analyst,General Data Analyst,106020
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,135000
Scientist,General Data Scientist,183000
Scientist,General Data Scientist,134000
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,150000
Scientist,General Data Scientist,350000
Scientist,General Data Scientist,262500
Analyst,General Data Analyst,122000
Analyst,General Data Analyst,94000
Engineer,Machine Learning Data Engineer,276000
Engineer,Machine Learning Data Engineer,184000
Engineer,General Data Engineer,310000
Engineer,General Data Engineer,239000
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Engineer,Machine Learning Data Engineer,180000
Engineer,Machine Learning Data Engineer,150000
Scientist,General Data Scientist,228000
Scientist,General Data Scientist,152000
Scientist,General Data Scientist,209450
Scientist,General Data Scientist,158677
Analyst,General Data Analyst,175000
Analyst,General Data Analyst,145000
Engineer,General Data Engineer,240000
Engineer,General Data Engineer,170000
Analyst,General Data Analyst,103200
Analyst,General Data Analyst,61200
Scientist,General Data Scientist,63721
Scientist,General Data Scientist,237000
Scientist,General Data Scientist,145000
Scientist,General Data Scientist,240000
Scientist,General Data Scientist,139000
Architect,General Data Architect,174500
Architect,General Data Architect,113000
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,87000
Analyst,General Data Analyst,160000
Analyst,General Data Analyst,108000
Engineer,General Data Engineer,165000
Engineer,General Data Engineer,107250
Engineer,General Data Engineer,300000
Engineer,General Data Engineer,119000
Scientist,General Data Scientist,285800
Scientist,General Data Scientist,154600
Scientist,General Data Scientist,60853
Analyst,General Data Analyst,30000
Analyst,General Data Analyst,220000
Analyst,General Data Analyst,195000
Analyst,General Data Analyst,168400
Analyst,General Data Analyst,105200
Analyst,General Data Analyst,206000
Analyst,General Data Analyst,160000
Analyst,General Data Analyst,200000
Analyst,General Data Analyst,175000
Analyst,General Data Analyst,231250
Analyst,General Data Analyst,138750
Engineer,General Data Engineer,153000
Engineer,General Data Engineer,94000
Engineer,General Data Engineer,240500
Engineer,General Data Engineer,123700
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,90000
Scientist,General Data Scientist,124234
Scientist,General Data Scientist,74540
Analyst,General Data Analyst,109000
Analyst,General Data Analyst,79000
Engineer,Machine Learning Data Engineer,50000
Scientist,General Data Scientist,275300
Scientist,General Data Scientist,183500
Scientist,General Data Scientist,275300
Scientist,General Data Scientist,183500
Analyst,General Data Analyst,160000
Analyst,General Data Analyst,125600
Engineer,General Data Engineer,170000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,225000
Engineer,General Data Engineer,140000
Analyst,General Data Analyst,141290
Analyst,General Data Analyst,74178
Scientist,General Data Scientist,150000
Scientist,General Data Scientist,120000
Engineer,General Data Engineer,85000
Engineer,General Data Engineer,75000
Engineer,General Data Engineer,220000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,205600
Engineer,General Data Engineer,107500
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,95000
Engineer,General Data Engineer,185900
Engineer,General Data Engineer,129300
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,130000
Engineer,General Data Engineer,250000
Engineer,General Data Engineer,175000
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,104000
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,52500
Scientist,General Data Scientist,110000
Scientist,General Data Scientist,84000
Analyst,Business Intelligence Data Analyst,125000
Analyst,Business Intelligence Data Analyst,110000
Analyst,General Data Analyst,90000
Analyst,General Data Analyst,80000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,135000
Developer,General Data Developer,120000
Engineer,General Data Engineer,130000
Engineer,General Data Engineer,75000
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Analyst,General Data Analyst,150000
Analyst,General Data Analyst,100000
Engineer,General Data Engineer,226700
Engineer,General Data Engineer,133300
Scientist,General Data Scientist,190000
Scientist,General Data Scientist,165000
Engineer,General Data Engineer,170000
Engineer,General Data Engineer,150000
Engineer,General Data Engineer,150000
Engineer,General Data Engineer,130000
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Engineer,General Data Engineer,200000
Scientist,General Data Scientist,80000
Analyst,General Data Analyst,17525
Scientist,General Data Scientist,257000
Scientist,General Data Scientist,134000
Scientist,General Data Scientist,77761
Scientist,General Data Scientist,38880
Engineer,General Data Engineer,205600
Engineer,General Data Engineer,105700
Developer,Business Intelligence Data Developer,140000
Developer,Business Intelligence Data Developer,110000
Analyst,General Data Analyst,299500
Analyst,General Data Analyst,245100
Architect,General Data Architect,210000
Architect,General Data Architect,151800
Scientist,General Data Scientist,54001
Analyst,General Data Analyst,51841
Analyst,General Data Analyst,41040
Analyst,General Data Analyst,51841
Analyst,General Data Analyst,41040
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,135000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,95000
Engineer,General Data Engineer,250000
Engineer,General Data Engineer,63000
Scientist,General Data Scientist,237000
Scientist,General Data Scientist,145000
Scientist,General Data Scientist,130000
Scientist,General Data Scientist,90000
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,100000
Architect,General Data Architect,174500
Architect,General Data Architect,113000
Scientist,General Data Scientist,183310
Scientist,General Data Scientist,183310
Analyst,General Data Analyst,145000
Analyst,General Data Analyst,102500
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,185000
Architect,General Data Architect,174500
Architect,General Data Architect,113000
Scientist,General Data Scientist,122000
Scientist,General Data Scientist,94000
Scientist,General Data Scientist,220000
Scientist,General Data Scientist,146000
Engineer,General Data Engineer,300000
Engineer,General Data Engineer,130000
Scientist,General Data Scientist,24712
Scientist,General Data Scientist,145000
Scientist,General Data Scientist,128000
Scientist,General Data Scientist,182000
Scientist,General Data Scientist,140000
Engineer,General Data Engineer,122000
Engineer,General Data Engineer,94000
Engineer,Machine Learning Data Engineer,77761
Engineer,Machine Learning Data Engineer,38880
Scientist,General Data Scientist,300000
Scientist,General Data Scientist,200000
Analyst,General Data Analyst,135000
Analyst,General Data Analyst,105500
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,104000
Scientist,General Data Scientist,168000
Scientist,General Data Scientist,130000
Analyst,General Data Analyst,79620
Analyst,General Data Analyst,44158
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,95000
Scientist,General Data Scientist,153400
Scientist,General Data Scientist,122700
Scientist,General Data Scientist,185000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,205000
Scientist,General Data Scientist,185000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Engineer,Machine Learning Data Engineer,145000
Engineer,Machine Learning Data Engineer,87000
Scientist,General Data Scientist,50000
Engineer,Machine Learning Data Engineer,234100
Engineer,Machine Learning Data Engineer,203500
Scientist,General Data Scientist,223800
Scientist,General Data Scientist,172100
Scientist,General Data Scientist,180000
Scientist,General Data Scientist,150000
Engineer,General Data Engineer,232200
Engineer,General Data Engineer,167200
Developer,Business Intelligence Data Developer,197000
Developer,Business Intelligence Data Developer,106000
Architect,General Data Architect,180000
Architect,General Data Architect,145000
Others,Others,225000
Others,Others,200000
Engineer,General Data Engineer,170000
Engineer,General Data Engineer,114000
Engineer,General Data Engineer,291500
Engineer,General Data Engineer,180000
Engineer,General Data Engineer,196200
Engineer,General Data Engineer,150900
Scientist,General Data Scientist,168400
Scientist,General Data Scientist,105200
Engineer,General Data Engineer,95000
Engineer,General Data Engineer,80000
Analyst,General Data Analyst,116000
Analyst,General Data Analyst,72000
Analyst,General Data Analyst,207000
Analyst,General Data Analyst,167000
Engineer,Machine Learning Data Engineer,145000
Engineer,Machine Learning Data Engineer,135000
Engineer,General Data Engineer,105000
Engineer,General Data Engineer,70000
Architect,General Data Architect,180000
Architect,General Data Architect,115000
Engineer,General Data Engineer,133800
Engineer,General Data Engineer,96100
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,80000
Engineer,General Data Engineer,140000
Engineer,General Data Engineer,100000
Architect,General Data Architect,150000
Architect,General Data Architect,120000
Engineer,Cloud Data Engineer,140000
Engineer,Cloud Data Engineer,115000
Analyst,General Data Analyst,297300
Analyst,General Data Analyst,198200
Scientist,General Data Scientist,297300
Scientist,General Data Scientist,198200
Engineer,General Data Engineer,202000
Engineer,General Data Engineer,135000
Scientist,General Data Scientist,110000
Scientist,General Data Scientist,84000
Engineer,Machine Learning Data Engineer,219000
Scientist,General Data Scientist,230000
Scientist,General Data Scientist,196000
Developer,Business Intelligence Data Developer,140000
Developer,Business Intelligence Data Developer,110000
Analyst,General Data Analyst,150000
Analyst,General Data Analyst,100000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,110000
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Scientist,General Data Scientist,126100
Scientist,General Data Scientist,72000
Engineer,General Data Engineer,170000
Engineer,General Data Engineer,150000
Engineer,Machine Learning Data Engineer,175000
Engineer,Machine Learning Data Engineer,140000
Analyst,General Data Analyst,240500
Analyst,General Data Analyst,137500
Scientist,General Data Scientist,187500
Scientist,General Data Scientist,165000
Engineer,Machine Learning Data Engineer,73496
Architect,General Data Architect,210000
Architect,General Data Architect,165750
Scientist,Machine Learning Data Scientist,225000
Scientist,Machine Learning Data Scientist,165750
Engineer,Machine Learning Data Engineer,109876
Engineer,Machine Learning Data Engineer,67677
Scientist,General Data Scientist,135000
Scientist,General Data Scientist,115000
Engineer,General Data Engineer,275000
Engineer,General Data Engineer,175000
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,140000
Engineer,General Data Engineer,175308
Engineer,General Data Engineer,100706
Engineer,General Data Engineer,235000
Engineer,General Data Engineer,135000
Engineer,General Data Engineer,310000
Engineer,General Data Engineer,229000
Engineer,Machine Learning Data Engineer,289076
Engineer,Machine Learning Data Engineer,202353
Engineer,General Data Engineer,70201
Engineer,General Data Engineer,37800
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,100000
Engineer,General Data Engineer,226700
Engineer,General Data Engineer,133300
Analyst,General Data Analyst,125000
Analyst,General Data Analyst,85000
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,80000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,100000
Engineer,General Data Engineer,231250
Engineer,General Data Engineer,138750
Engineer,General Data Engineer,199000
Engineer,General Data Engineer,162000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,135000
Architect,General Data Architect,200000
Architect,General Data Architect,150000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,120000
Architect,General Data Architect,250000
Architect,General Data Architect,200000
Engineer,Deep Learning Data Engineer,150000
Engineer,Deep Learning Data Engineer,120000
Engineer,General Data Engineer,150000
Engineer,General Data Engineer,100000
Scientist,General Data Scientist,272550
Scientist,General Data Scientist,198200
Scientist,General Data Scientist,182000
Scientist,General Data Scientist,140000
Engineer,General Data Engineer,200000
Engineer,General Data Engineer,160000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Scientist,General Data Scientist,120000
Scientist,General Data Scientist,105000
Engineer,General Data Engineer,187500
Engineer,General Data Engineer,175000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Analyst,General Data Analyst,155000
Analyst,General Data Analyst,64000
Engineer,General Data Engineer,235000
Engineer,General Data Engineer,185000
Architect,General Data Architect,174500
Architect,General Data Architect,113000
Scientist,General Data Scientist,143100
Scientist,General Data Scientist,113000
Scientist,General Data Scientist,184000
Scientist,General Data Scientist,142000
Scientist,General Data Scientist,140000
Scientist,General Data Scientist,120000
Architect,General Data Architect,174500
Architect,General Data Architect,113000
Scientist,General Data Scientist,180560
Scientist,General Data Scientist,115440
Scientist,General Data Scientist,140000
Scientist,General Data Scientist,120000
Architect,General Data Architect,248100
Architect,General Data Architect,145900
Scientist,General Data Scientist,120000
Scientist,General Data Scientist,110000
Engineer,General Data Engineer,291500
Engineer,General Data Engineer,180000
Engineer,Machine Learning Data Engineer,75946
Engineer,Machine Learning Data Engineer,63696
Engineer,General Data Engineer,161800
Engineer,General Data Engineer,141600
Engineer,Machine Learning Data Engineer,58796
Engineer,Machine Learning Data Engineer,46547
Engineer,General Data Engineer,166000
Engineer,General Data Engineer,128000
Architect,General Data Architect,170000
Architect,General Data Architect,110000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,75000
Engineer,General Data Engineer,236000
Engineer,General Data Engineer,182000
Analyst,General Data Analyst,150000
Analyst,General Data Analyst,100000
Engineer,Machine Learning Data Engineer,261500
Engineer,Machine Learning Data Engineer,134500
Scientist,General Data Scientist,130000
Scientist,General Data Scientist,90000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,135000
